"Step","Group: ANDMask - test_error","Group: ANDMask - test_error__MIN","Group: ANDMask - test_error__MAX","Group: IGA - test_error","Group: IGA - test_error__MIN","Group: IGA - test_error__MAX","Group: IB-IRM - test_error","Group: IB-IRM - test_error__MIN","Group: IB-IRM - test_error__MAX","Group: IRMv1 - test_error","Group: IRMv1 - test_error__MIN","Group: IRMv1 - test_error__MAX","Group: ERM - test_error","Group: ERM - test_error__MIN","Group: ERM - test_error__MAX"
"10","0.4982933342456818","0.4951000014940898","0.5017999907334646","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45213333169619246","0.44929999113082886","0.4550333321094513","0.45210666457811993","0.4492666721343994","0.4550333321094513","0.451833333571752","0.44893333315849304","0.4548666675885518"
"11","0.4982933342456818","0.4951000014940898","0.5017999907334646","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4529800017674764","0.4494333366552989","0.45586666464805603","0.452866667509079","0.45009999473889667","0.45570000012715656","0.451833333571752","0.44893333315849304","0.4548666675885518"
"12","0.4982333302497864","0.495033323764801","0.5017333428064982","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4572799980640411","0.45339999596277875","0.46113333106040955","0.45858000119527176","0.45543333888053894","0.46203333139419556","0.451833333571752","0.44893333315849304","0.4548666675885518"
"13","0.496940000851949","0.49356667200724286","0.5006666680177053","0.451833333571752","0.44893333315849304","0.4548666675885518","0.478386660416921","0.4754333198070526","0.4840333163738251","0.4836199959119162","0.47869999210039776","0.48703332742055255","0.451833333571752","0.44893333315849304","0.4548666675885518"
"14","0.48850666085879013","0.48573334018389386","0.49256665507952374","0.451833333571752","0.44893333315849304","0.4548666675885518","0.5034600098927815","0.5022333363691965","0.5071000059445699","0.5019400000572205","0.499399999777476","0.5041999916235606","0.451833333571752","0.44893333315849304","0.4548666675885518"
"15","0.46239333152770995","0.4596999982992808","0.4681333303451538","0.451833333571752","0.44893333315849304","0.4548666675885518","0.5161266684532164","0.513533333937327","0.5182999968528748","0.5014266709486643","0.4986000061035156","0.5036000112692515","0.451833333571752","0.44893333315849304","0.4548666675885518"
"16","0.4099999984105428","0.4082999924818675","0.41503334045410156","0.451833333571752","0.44893333315849304","0.4548666675885518","0.5070866723855337","0.5032333433628082","0.5097666680812836","0.5047600050767262","0.5029000043869019","0.50750000278155","0.451833333571752","0.44893333315849304","0.4548666675885518"
"17","0.3365133374929428","0.3327666719754537","0.3408000071843465","0.451833333571752","0.44893333315849304","0.4548666675885518","0.47331999739011127","0.4689333240191142","0.4763000011444092","0.4978933334350586","0.4922666748364766","0.504833330710729","0.451833333571752","0.44893333315849304","0.4548666675885518"
"18","0.2560666670401891","0.25430000325043994","0.2587999999523163","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45496666828791305","0.45153332750002545","0.45900001128514606","0.46191999713579807","0.45719999074935913","0.4667999943097432","0.451833333571752","0.44893333315849304","0.4548666675885518"
"19","0.1835666666428248","0.18146666387716928","0.18610000113646188","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45260666608810424","0.44930000106493634","0.45596667130788165","0.45418666402498886","0.4506666660308838","0.4581666688124339","0.451833333571752","0.44893333315849304","0.4548666675885518"
"20","0.125","0.12323333323001862","0.12723333140214285","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45241999824841816","0.4493333299954732","0.4558333357175191","0.4565266648928324","0.4537000060081482","0.4594666659832001","0.451833333571752","0.44893333315849304","0.4548666675885518"
"21","0.08246000011761984","0.08169999967018764","0.0832666667799155","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4535000006357829","0.44973333676656085","0.457533339659373","0.46655999422073363","0.46389998992284137","0.4696999986966451","0.451833333571752","0.44893333315849304","0.4548666675885518"
"22","0.053159999723235776","0.05123333198328813","0.05453333258628845","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4579600036144257","0.45233334104220074","0.46640000740687054","0.4885133286317189","0.4842666685581207","0.49650001525878906","0.451833333571752","0.44893333315849304","0.4548666675885518"
"23","0.0338066669801871","0.032033332313100495","0.0348000011096398","0.451833333571752","0.44893333315849304","0.4548666675885518","0.46977999607721965","0.46143333117167157","0.48360000054041546","0.5077266653378805","0.5015666782855988","0.5131333271662394","0.451833333571752","0.44893333315849304","0.4548666675885518"
"24","0.021286666889985404","0.020033333140114944","0.022433333098888397","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4827133337656657","0.47413332263628644","0.4974000155925751","0.5109866698582967","0.5069666604200999","0.5153666734695435","0.451833333571752","0.44893333315849304","0.4548666675885518"
"25","0.013166666806985935","0.012400000045696894","0.013866666859636704","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4820266664028168","0.4716000060240428","0.49806665380795795","0.5094466666380564","0.5005666613578796","0.514900008837382","0.451833333571752","0.44893333315849304","0.4548666675885518"
"26","0.00834666673714916","0.007666666681567828","0.008966666801522175","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4651666621367136","0.45889999469121295","0.48079999287923175","0.49374666810035706","0.48360000054041546","0.5005666812260946","0.451833333571752","0.44893333315849304","0.4548666675885518"
"27","0.005260000005364418","0.004866666703795393","0.005466666771098971","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45376000205675754","0.44930000106493634","0.45880000789960224","0.4710533360640207","0.4626666804154714","0.4793333411216736","0.451833333571752","0.44893333315849304","0.4548666675885518"
"28","0.0034466666945566736","0.0032333333510905504","0.003700000078727802","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518066684405008","0.4489666720231374","0.45479999979337055","0.46041999856630966","0.45596667130788165","0.4657333294550578","0.451833333571752","0.44893333315849304","0.4548666675885518"
"29","0.002159999997820705","0.0019333333475515246","0.0023666666820645332","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4517599980036417","0.44883333643277484","0.45499999324480694","0.46019333203633633","0.4546999931335449","0.4641999999682109","0.451833333571752","0.44893333315849304","0.4548666675885518"
"30","0.0013733333248334627","0.0012666666492198904","0.0015333333285525441","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45172666509946185","0.4487999975681305","0.4549000064531962","0.4666933337847391","0.4611000021298726","0.4722333351771037","0.451833333571752","0.44893333315849304","0.4548666675885518"
"31","0.0008733333398898444","0.0006999999944431087","0.0010666666785255075","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4516266663869223","0.4484666685263316","0.45506667097409564","0.48196666439374286","0.47493332624435425","0.4878333310286204","0.451833333571752","0.44893333315849304","0.4548666675885518"
"32","0.0005266666761599481","0.0004666666694295903","0.0006000000284984708","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451006664832433","0.44743333260218304","0.4548666675885518","0.49530000289281206","0.4930333395799001","0.4999999900658925","0.451833333571752","0.44893333315849304","0.4548666675885518"
"33","0.0003933333360085574","0.0003333333467404979","0.0004999999897942568","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4499600013097127","0.44660000999768573","0.45383333166440326","0.49786666830380755","0.4940666655699412","0.5035333434740702","0.451833333571752","0.44893333315849304","0.4548666675885518"
"34","0.0002600000026480605","0.00023333332743883753","0.0002666666793326537","0.451833333571752","0.44893333315849304","0.4548666675885518","0.44908000230789186","0.445633331934611","0.4527333378791809","0.49110000133514403","0.4885333279768626","0.49703332781791687","0.451833333571752","0.44893333315849304","0.4548666675885518"
"35","0.00020666667017697665","0.00016666666973227015","0.00026666666720605764","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4503533323605855","0.4472333292166392","0.4533666670322418","0.4786733289559682","0.4756999909877777","0.4843999942143758","0.451833333571752","0.44893333315849304","0.4548666675885518"
"36","0.00011999999987892807","0.00009999999747378752","0.00016666666973227015","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45127999782562256","0.44856666525204975","0.4544333318869273","0.46868000229199724","0.46593334277470905","0.4731999933719635","0.451833333571752","0.44893333315849304","0.4548666675885518"
"37","0.00008666666447728252","0.0000333333324912625","0.00013333332996505","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45158666372299194","0.44893333315849304","0.45456666747728985","0.4650666654109955","0.461133340994517","0.47100000580151874","0.451833333571752","0.44893333315849304","0.4548666675885518"
"38","0.00005999999848427251","0","0.00009999999747378752","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45174666841824856","0.44893333315849304","0.45463333527247113","0.4675000051657359","0.46406667431195575","0.47143333156903583","0.451833333571752","0.44893333315849304","0.4548666675885518"
"39","0.000026666665993010003","0","0.0000333333324912625","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4517199993133545","0.44893333315849304","0.45463333527247113","0.4762333313624064","0.4731333355108897","0.48223333557446796","0.451833333571752","0.44893333315849304","0.4548666675885518"
"40","0.000019999999494757503","0","0.0000333333324912625","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45150000055631007","0.44893333315849304","0.45463333527247113","0.4871666669845581","0.4833666682243347","0.4941333333651225","0.451833333571752","0.44893333315849304","0.4548666675885518"
"41","0.000019999999494757503","0","0.0000333333324912625","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4506200035413107","0.44886666536331177","0.45463333527247113","0.49066666563351957","0.4845999876658122","0.4984000126520793","0.451833333571752","0.44893333315849304","0.4548666675885518"
"42","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4489533344904582","0.44173334042231244","0.45456666747728985","0.4873333354791006","0.4814666708310445","0.49416665236155194","0.451833333571752","0.44893333315849304","0.4548666675885518"
"43","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.44861333171526596","0.4414999981721242","0.45409999291102093","0.48032666444778443","0.47360000014305115","0.486133337020874","0.451833333571752","0.44893333315849304","0.4548666675885518"
"44","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4509199996789297","0.44796666502952576","0.45429999629656476","0.474973330895106","0.4692333439985911","0.48170000314712524","0.451833333571752","0.44893333315849304","0.4548666675885518"
"45","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45178666710853577","0.448800007502238","0.45479999979337055","0.4733266631762187","0.4684666693210602","0.48019999265670776","0.451833333571752","0.44893333315849304","0.4548666675885518"
"46","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518200000127157","0.4489000042279561","0.45483332872390747","0.4758400042851766","0.47140000263849896","0.4828000068664551","0.451833333571752","0.44893333315849304","0.4548666675885518"
"47","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4814733326435089","0.4773000081380208","0.48936666051546734","0.451833333571752","0.44893333315849304","0.4548666675885518"
"48","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4872333327929179","0.48103333512942","0.49496665596961975","0.451833333571752","0.44893333315849304","0.4548666675885518"
"49","0","0","0","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.48831333120663956","0.48206667105356854","0.4965333342552185","0.451833333571752","0.44893333315849304","0.4548666675885518"
"50","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518266657988231","0.44893333315849304","0.45483332872390747","0.48485333124796554","0.47803332408269245","0.49239999055862427","0.451833333571752","0.44893333315849304","0.4548666675885518"
"51","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.4801133334636688","0.47423332929611206","0.48616665601730347","0.451833333571752","0.44893333315849304","0.4548666675885518"
"52","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4517866651217143","0.44893333315849304","0.45463333527247113","0.4773400008678436","0.4725666642189026","0.4816666642824809","0.451833333571752","0.44893333315849304","0.4548666675885518"
"53","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45180666645367945","0.44893333315849304","0.45473333199818927","0.47770666281382246","0.47316665450731915","0.48176666100819904","0.451833333571752","0.44893333315849304","0.4548666675885518"
"54","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.4816999991734822","0.47766666611035663","0.48713333408037823","0.451833333571752","0.44893333315849304","0.4548666675885518"
"55","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.48711333274841306","0.48133334517478943","0.49426666895548504","0.451833333571752","0.44893333315849304","0.4548666675885518"
"56","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.4901799976825714","0.4827333192030589","0.49789999922116596","0.451833333571752","0.44893333315849304","0.4548666675885518"
"57","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45180666645367945","0.44893333315849304","0.45473333199818927","0.4899066686630249","0.4824666778246562","0.4969000021616618","0.451833333571752","0.44893333315849304","0.4548666675885518"
"58","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45175333221753444","0.44893333315849304","0.45463333527247113","0.4871466676394145","0.4805666704972585","0.4934999942779541","0.451833333571752","0.44893333315849304","0.4548666675885518"
"59","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45170666774113977","0.44886667529741925","0.45463333527247113","0.4839333335558574","0.4777333239714305","0.4893333415190379","0.451833333571752","0.44893333315849304","0.4548666675885518"
"60","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45177333553632104","0.44886667529741925","0.45463333527247113","0.48370000123977663","0.4777666727701823","0.4890333314736684","0.451833333571752","0.44893333315849304","0.4548666675885518"
"61","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518266657988231","0.44893333315849304","0.45483332872390747","0.48622667193412783","0.48090000947316486","0.4913666645685832","0.451833333571752","0.44893333315849304","0.4548666675885518"
"62","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4897066692511241","0.48346665501594543","0.49470001459121704","0.451833333571752","0.44893333315849304","0.4548666675885518"
"63","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.49251333077748616","0.4850333333015442","0.4982333183288574","0.451833333571752","0.44893333315849304","0.4548666675885518"
"64","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4924733320871989","0.4846000075340271","0.4984333316485087","0.451833333571752","0.44893333315849304","0.4548666675885518"
"65","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4907933334509532","0.48239999016125995","0.4975999891757965","0.451833333571752","0.44893333315849304","0.4548666675885518"
"66","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.48877999385197957","0.4809333284695943","0.4953666627407074","0.451833333571752","0.44893333315849304","0.4548666675885518"
"67","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45178666710853577","0.44893333315849304","0.45463333527247113","0.4883533318837484","0.4813333253065745","0.49450000127156574","0.451833333571752","0.44893333315849304","0.4548666675885518"
"68","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45171333352724713","0.44893333315849304","0.45463333527247113","0.4895133376121521","0.48196667432785034","0.4952999949455261","0.451833333571752","0.44893333315849304","0.4548666675885518"
"69","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45171333352724713","0.44893333315849304","0.45463333527247113","0.49257332881291704","0.48456665873527527","0.49853333830833435","0.451833333571752","0.44893333315849304","0.4548666675885518"
"70","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4517533342043559","0.44893333315849304","0.45463333527247113","0.4947399993737539","0.4868333339691162","0.5000333289305369","0.451833333571752","0.44893333315849304","0.4548666675885518"
"71","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45178666710853577","0.44893333315849304","0.45463333527247113","0.49508000413576764","0.48636666933695477","0.4998333354791005","0.451833333571752","0.44893333315849304","0.4548666675885518"
"72","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45178000132242835","0.4489000042279561","0.45463333527247113","0.4944199959437053","0.4851333300272624","0.4994333287080129","0.451833333571752","0.44893333315849304","0.4548666675885518"
"73","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4517333348592123","0.4489000042279561","0.45463333527247113","0.493313330411911","0.4845333397388458","0.49916666746139526","0.451833333571752","0.44893333315849304","0.4548666675885518"
"74","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45164666771888734","0.4487333397070567","0.45463333527247113","0.4931400040785472","0.48446667194366455","0.49863334496816","0.451833333571752","0.44893333315849304","0.4548666675885518"
"75","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45164666771888734","0.4487333397070567","0.45463333527247113","0.49434000452359517","0.48670000831286114","0.4992666741212209","0.451833333571752","0.44893333315849304","0.4548666675885518"
"76","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.451746666431427","0.4489000042279561","0.45463333527247113","0.4956733306248983","0.4878999888896942","0.49996666113535565","0.451833333571752","0.44893333315849304","0.4548666675885518"
"77","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45179333488146456","0.4489000042279561","0.4547000030676524","0.4966733316580455","0.4884999990463257","0.5010000169277191","0.451833333571752","0.44893333315849304","0.4548666675885518"
"78","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.49700667063395176","0.48843332131703693","0.5017000039418539","0.451833333571752","0.44893333315849304","0.4548666675885518"
"79","","","","0.4518266677856445","0.44893333315849304","0.4548666675885518","0.4518133322397868","0.44893333315849304","0.4547666609287262","0.4965133309364319","0.4877000053723653","0.50150000055631","0.451833333571752","0.44893333315849304","0.4548666675885518"
"80","","","","0.4518266677856445","0.44893333315849304","0.4548666675885518","0.4517666677633921","0.4489000042279561","0.45463333527247113","0.49601333538691206","0.48766665657361347","0.5003333389759064","0.451833333571752","0.44893333315849304","0.4548666675885518"
"81","","","","0.4518266677856445","0.44893333315849304","0.4548666675885518","0.4516666690508524","0.4489000042279561","0.45463333527247113","0.4961400012175242","0.4880666732788086","0.5000333289305369","0.451833333571752","0.44893333315849304","0.4548666675885518"
"82","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4514266669750214","0.448800007502238","0.45463333527247113","0.4970333337783813","0.4891333182652791","0.5004333257675171","0.451833333571752","0.44893333315849304","0.4548666675885518"
"83","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4512200017770132","0.4487333397070567","0.45463333527247113","0.4981733361879985","0.4900999963283539","0.5018333395322164","0.451833333571752","0.44893333315849304","0.4548666675885518"
"84","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4512400011221568","0.4487333397070567","0.45463333527247113","0.49922666748364775","0.4908999999364217","0.5023666620254517","0.451833333571752","0.44893333315849304","0.4548666675885518"
"85","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4513466676076254","0.4487333397070567","0.45463333527247113","0.49915332992871597","0.49069999655087787","0.5026333232720693","0.451833333571752","0.44893333315849304","0.4548666675885518"
"86","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4514199992020925","0.4487000008424123","0.45463333527247113","0.49894666075706484","0.4907666742801666","0.5021666685740153","0.451833333571752","0.44893333315849304","0.4548666675885518"
"87","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4513533333937326","0.4487000008424123","0.45463333527247113","0.49885332981745395","0.4907333453496297","0.5022333165009817","0.451833333571752","0.44893333315849304","0.4548666675885518"
"88","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4512200017770132","0.4486666719118754","0.4546000063419342","0.499046665430069","0.491733322540919","0.5025333364804586","0.451833333571752","0.44893333315849304","0.4548666675885518"
"89","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4510333339373271","0.4485333363215129","0.4546000063419342","0.499673330783844","0.49203333258628845","0.5033666590849558","0.451833333571752","0.44893333315849304","0.4548666675885518"
"90","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4510066707928976","0.4486666719118754","0.4546000063419342","0.500493335723877","0.4928666651248932","0.5041666626930237","0.451833333571752","0.44893333315849304","0.4548666675885518"
"91","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45114667018254606","0.4486666719118754","0.4546000063419342","0.50103333791097","0.4930000106493632","0.5045666694641113","0.451833333571752","0.44893333315849304","0.4548666675885518"
"92","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4512266675631206","0.4486666719118754","0.45463333527247113","0.5011200030644735","0.49273332953453064","0.5047333339850107","0.451833333571752","0.44893333315849304","0.4548666675885518"
"93","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.45120666821797695","0.4486666719118754","0.45463333527247113","0.5011066655317943","0.49300000071525574","0.5046333273251852","0.451833333571752","0.44893333315849304","0.4548666675885518"
"94","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4509666661421458","0.4486666719118754","0.45463333527247113","0.5011266609032949","0.4930333395799001","0.5044333239396414","0.451833333571752","0.44893333315849304","0.4548666675885518"
"95","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4504533330599466","0.44839999079704285","0.4546000063419342","0.5015933314959209","0.493666668732961","0.5048666596412659","0.451833333571752","0.44893333315849304","0.4548666675885518"
"96","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.449613336722056","0.44476667046546936","0.4546000063419342","0.5019466737906139","0.4934000074863434","0.5056000053882599","0.451833333571752","0.44893333315849304","0.4548666675885518"
"97","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.448906668027242","0.4416999916235606","0.45456666747728985","0.5024066666762034","0.49356667200724286","0.505733331044515","0.451833333571752","0.44893333315849304","0.4548666675885518"
"98","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4488200048605601","0.4412333369255066","0.45456666747728985","0.5027533372243245","0.49363332986831665","0.5061000088850657","0.451833333571752","0.44893333315849304","0.4548666675885518"
"99","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4490333378314972","0.4422333439191182","0.45456666747728985","0.5026999970277151","0.4937666555245717","0.5061999956766764","0.451833333571752","0.44893333315849304","0.4548666675885518"
"100","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4491600036621094","0.44290000200271606","0.45456666747728985","0.5024733364582061","0.49373332659403485","0.5059666832288107","0.451833333571752","0.44893333315849304","0.4548666675885518"
"101","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4488800009091696","0.44170000155766803","0.45453332861264545","0.5026866634686787","0.49453333020210266","0.5060666600863138","0.451833333571752","0.44893333315849304","0.4548666675885518"
"102","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4482466697692871","0.4390333394209544","0.4544999996821086","0.5031066675980885","0.4950999915599823","0.5065333346525828","0.451833333571752","0.44893333315849304","0.4548666675885518"
"103","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.44748666882514954","0.43550000588099164","0.4544999996821086","0.5038866659005483","0.4959666629632314","0.5074999928474426","0.451833333571752","0.44893333315849304","0.4548666675885518"
"104","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.44716666738192246","0.43396666646003723","0.4544999996821086","0.5043399949868521","0.4959666629632314","0.5084666609764099","0.451833333571752","0.44893333315849304","0.4548666675885518"
"105","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4471066673596701","0.43369999527931213","0.4544999996821086","0.504473332564036","0.4959000051021576","0.5086000065008799","0.451833333571752","0.44893333315849304","0.4548666675885518"
"106","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.44705333312352497","0.4336666564146678","0.4544999996821086","0.5044599990049998","0.4959666629632314","0.5083666642506918","0.451833333571752","0.44893333315849304","0.4548666675885518"
"107","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.44655999938646956","0.43176665902137756","0.4544999996821086","0.5044799983501435","0.49623332420984906","0.5081999997297922","0.451833333571752","0.44893333315849304","0.4548666675885518"
"108","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4451199968655904","0.42650000254313153","0.4544666608174642","0.5044866641362508","0.49666666984558105","0.5082666575908661","0.451833333571752","0.44893333315849304","0.4548666675885518"
"109","","","","0.451833333571752","0.44893333315849304","0.4548666675885518","0.4432866632938385","0.41929999987284344","0.4544666608174642","0.5050333400567373","0.4973333477973938","0.5081999997297922","0.451833333571752","0.44893333315849304","0.4548666675885518"
