"Step","Group: ERM_0_network_init - test_error","Group: ERM_0_network_init - test_error__MIN","Group: ERM_0_network_init - test_error__MAX","Group: IGA_0_network_init - test_error","Group: IGA_0_network_init - test_error__MIN","Group: IGA_0_network_init - test_error__MAX","Group: IB-IRM_0_network_init - test_error","Group: IB-IRM_0_network_init - test_error__MIN","Group: IB-IRM_0_network_init - test_error__MAX","Group: IRMv1_0_network_init - test_error","Group: IRMv1_0_network_init - test_error__MIN","Group: IRMv1_0_network_init - test_error__MAX","Group: IGA - test_error","Group: IGA - test_error__MIN","Group: IGA - test_error__MAX","Group: IB-IRM - test_error","Group: IB-IRM - test_error__MIN","Group: IB-IRM - test_error__MAX","Group: IRMv1 - test_error","Group: IRMv1 - test_error__MIN","Group: IRMv1 - test_error__MAX","Group: ERM - test_error","Group: ERM - test_error__MIN","Group: ERM - test_error__MAX","Group: ANDMask - test_error","Group: ANDMask - test_error__MIN","Group: ANDMask - test_error__MAX"
"1377","0.43421080767235737","0.03256666660308838","0.45113333066304523","0.450751664241155","0.4506999949614207","0.45083333055178326","0.19166999905755805","0","0.45113333066304523","0.45240666468938195","0.4260333279768626","0.4841666618982951","0.4505746035348802","0.44136667251586914","0.45473333199818927","0.21190920523804366","0","0.47563332319259644","0.45426888759174033","0.41636666655540466","0.491700013478597","0.43336765399462446","0.00046666668883214396","0.45113333066304523","","",""
"1378","0.43419639321530684","0.03243333349625269","0.45113333066304523","0.450751664241155","0.4506999949614207","0.45083333055178326","0.20881333228256457","0","0.45113333066304523","0.45239999890327454","0.42606666684150696","0.4841666618982951","0.45057142897257735","0.44119999806086224","0.45473333199818927","0.21544158653689208","0","0.47563334306081134","0.45425872887883867","0.41633333762486774","0.49170000354448956","0.4333528026330622","0.00046666668883214396","0.45113333066304523","","",""
"1379","0.4341882852803879","0.03236666632195314","0.45113333066304523","0.450751664241155","0.4506999949614207","0.45083333055178326","0.1916783324823579","0","0.45113333066304523","0.45239833146333697","0.4260999957720439","0.4841666618982951","0.4505685719232711","0.44110000133514404","0.45473333199818927","0.21479555463576808","0","0.47566667199134827","0.4542482531259931","0.4162000020345052","0.4917333424091339","0.4333379511977318","0.00046666668883214396","0.45113333066304523","","",""
"1380","0.4341756725381754","0.0323333324243625","0.45113333066304523","0.4507499972979227","0.4506999949614207","0.45083333055178326","0.2007899988556649","0","0.45113333066304523","0.45240333179632825","0.42616666356722516","0.4841666618982951","0.450566667129123","0.44110000133514404","0.45473333199818927","0.2160076180841849","0","0.47563334306081134","0.4542425388381596","0.4160333275794983","0.49170000354448956","0.4333221094990951","0.00046666668883214396","0.45113333066304523","","",""
"1381","0.434166663477348","0.0323333324243625","0.45113333066304523","0.4507449969649315","0.4506999949614207","0.45083333055178326","0.20378833236197053","0","0.45113333066304523","0.45240499824285507","0.42616666356722516","0.48420000076293945","0.4505634927560414","0.44110000133514404","0.45473333199818927","0.21113015793488882","0","0.475600004196167","0.4542314270186048","0.4158666630585988","0.49173333247502643","0.43330659792443876","0.00043333334421428543","0.45113333066304523","","",""
"1382","0.43415450141135875","0.03213333276410898","0.45113333066304523","0.4507416630784671","0.4506999949614207","0.45083333055178326","0.21275833244459746","0","0.4532666603724162","0.4524016643563907","0.426199992497762","0.48420000076293945","0.4505609531251212","0.4410666624704997","0.45473333199818927","0.21202507842625928","0","0.47556666533152264","0.4542231733836827","0.4157666762669881","0.49176666140556335","0.4332887760680301","0.00043333334421428543","0.45113333066304523","","",""
"1383","0.4341396366808191","0.03206666621069113","0.45113333066304523","0.4507399961352349","0.4506999949614207","0.45083333055178326","0.20768499954659397","0","0.45113333066304523","0.4523999979098637","0.42623332142829895","0.48420000076293945","0.4505593657493592","0.4409999946753184","0.45473333199818927","0.2157885705319275","0","0.47553332646687824","0.4542133319945564","0.41563334067662555","0.4918000002702077","0.4332749147607644","0.00043333334421428543","0.45113333066304523","","",""
"1384","0.43412612320704197","0.03193333310385545","0.45113333066304523","0.45073832968870803","0.4506999949614207","0.45083333055178326","0.20590499862616224","0","0.4534333248933156","0.45239333212375643","0.42623332142829895","0.48420000076293945","0.45055682592921803","0.4409999946753184","0.45473333199818927","0.21561365007276878","0","0.4755333364009857","0.4542098398246463","0.41546666622161865","0.4918000002702077","0.4332590732096639","0.00043333334421428543","0.45113333066304523","","",""
"1385","0.43411486183066594","0.031766666720310845","0.45113333066304523","0.45073832968870803","0.4506999949614207","0.45083333055178326","0.19167833258919326","0","0.45113333066304523","0.45238833228747055","0.42623333136240643","0.48420000076293945","0.45055523874267706","0.4408999979496002","0.45473333199818927","0.2138441261130436","0","0.4756333331267039","0.45420095087989926","0.4153999984264374","0.49183332920074463","0.4332422415304988","0.00043333334421428543","0.45113333066304523","","",""
"1386","0.43410495197115145","0.03173333282272021","0.45113333066304523","0.4507366632421812","0.4506999949614207","0.45083333055178326","0.1982099990906136","0","0.45113333066304523","0.4523883317907651","0.4262666602929433","0.48420000076293945","0.45055365146152576","0.440800001223882","0.45473333199818927","0.21640349144463897","0","0.475600004196167","0.45419364874325097","0.4152666727701823","0.4918000002702077","0.4332257398653342","0.00043333334421428543","0.45113333066304523","","",""
"1387","0.4340932401199192","0.03169999954601129","0.45113333066304523","0.4507366632421812","0.4506999949614207","0.45083333055178326","0.20096666569722096","0","0.45113333066304523","0.4523733312884966","0.4262666602929433","0.48420000076293945","0.45054952454945424","0.44066666563351947","0.45473333199818927","0.2166749197807456","0","0.5141666630903879","0.4541857124321045","0.41516666611035663","0.4918333391348521","0.43320593774664884","0.00043333334421428543","0.45113333066304523","","",""
"1388","0.43408197898686157","0.03169999954601129","0.45113333066304523","0.4507366632421812","0.4506999949614207","0.45083333055178326","0.19361999887344913","0","0.45113333066304523","0.45238166451454154","0.4262666602929433","0.48420000076293945","0.45054698482392336","0.44066666563351947","0.45473333199818927","0.2197057132253705","0","0.4756333331267039","0.4541752371523117","0.4150333305199941","0.4918000102043152","0.43319042617266507","0.00043333334421428543","0.45113333066304523","","",""
"1389","0.4340711682615378","0.031566666439175606","0.45113333066304523","0.4507366632421812","0.4506999949614207","0.45083333055178326","0.19721333269674995","0","0.45113333066304523","0.452381665011247","0.4262999991575877","0.4842333296934764","0.4505450802189965","0.4406333367029826","0.45473333199818927","0.21618507857275523","0","0.5486333270867666","0.4541701572281973","0.414900004863739","0.49176667133967084","0.433169304194692","0.00043333334421428543","0.45113333066304523","","",""
"1390","0.4340590062123292","0.031499999885757766","0.45113333066304523","0.45073332985242215","0.4506999949614207","0.45080000162124634","0.19155333235915653","0","0.45113333066304523","0.45238166550795234","0.4262666702270508","0.4842333296934764","0.4505431754248485","0.4406000077724457","0.45473333199818927","0.21555714193999015","0","0.47566667199134827","0.4541634905905952","0.4147000014781952","0.4918000002702077","0.43315544281980556","0.00043333334421428543","0.45113333066304523","","",""
"1391","0.4340508979837499","0.03140000067651272","0.45113333066304523","0.4507316634058953","0.4506999949614207","0.45080000162124634","0.19241333238787775","0","0.45113333066304523","0.45238666633764907","0.4262666702270508","0.4842333296934764","0.4505406357939283","0.44056666890780133","0.45473333199818927","0.21969206268566052","0","0.54803333679835","0.454156188643168","0.414600004752477","0.49183332920074463","0.43313993133188444","0.00043333334421428543","0.45113333066304523","","",""
"1392","0.43404233943973003","0.031366667399803795","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.19801833266525742","0","0.45113333066304523","0.45237999955813085","0.4262666702270508","0.4842333296934764","0.45053619136886014","0.4404333333174388","0.45473333199818927","0.21547142769965805","0","0.4755999942620595","0.4541511096651593","0.41449999809265137","0.4918000002702077","0.4331240896516898","0.00043333334421428543","0.45113333066304523","","",""
"1393","0.43403513247969405","0.031300000846385956","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.19196666579555316","0","0.45113333066304523","0.45237666567166646","0.4262666702270508","0.4842333296934764","0.45053238178056415","0.44020000100135803","0.45473333199818927","0.21270476093920887","0","0.4755999942620595","0.45414190292358403","0.4143666724363963","0.4918999969959259","0.4331072578434305","0.00043333334421428543","0.45113333066304523","","",""
"1394","0.434025222402032","0.03116666649778684","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.1930199987030695","0","0.45116665959358215","0.45237666467825566","0.4262666702270508","0.4842333296934764","0.4505295246366473","0.4401666621367137","0.45473333199818927","0.2128746025355962","0","0.47556666533152264","0.45412857002682155","0.4142000079154968","0.49193333586057025","0.4330933968127952","0.00043333334421428543","0.45113333066304523","","",""
"1395","0.4340108081631291","0.031099999944369","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.19223999858731988","0","0.45116665959358215","0.45237833112478254","0.4262999991575877","0.4842333296934764","0.45052539762996513","0.4400999943415324","0.45473333199818927","0.21767142771005005","0","0.4755333364009857","0.4541101567328921","0.4140666623910268","0.4917333424091339","0.43307953524734105","0.00043333334421428543","0.45113333066304523","","",""
"1396","0.4340022493506199","0.031000000114242237","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.19158333238653238","0","0.45113333066304523","0.4523766651749611","0.4263333280881246","0.4842333296934764","0.45052190527083397","0.4399999976158142","0.45473333199818927","0.2189958720799906","0","0.5298000077406565","0.4540968237415194","0.41393333673477173","0.49176668127377826","0.43306501366003297","0.00043333334421428543","0.45113333066304523","","",""
"1397","0.43399098804975655","0.0309666662166516","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.19457333315064415","0","0.45113333066304523","0.45237499872843434","0.4262999892234802","0.4842333296934764","0.45051904822152766","0.439900000890096","0.45473333199818927","0.2188993641884907","0","0.47546666860580444","0.45408349065553566","0.41376667221387226","0.49176667133967084","0.4330504924538601","0.00043333334421428543","0.45113333066304523","","",""
"1398","0.4339774746179308","0.030833333730697632","0.45113333066304523","0.4507283305128416","0.4506999949614207","0.45080000162124634","0.19116999919582062","0","0.45113333066304523","0.45237166533867523","0.4262999991575877","0.4842333296934764","0.4505165085906075","0.43986667195955914","0.45473333199818927","0.21248571326238244","0","0.4753333330154419","0.45407206189064747","0.41359999775886536","0.4917333424091339","0.43303762099188137","0.00043333334421428543","0.45113333066304523","","",""
"1399","0.4339630603874183","0.03073333390057087","0.45113333066304523","0.4507233301798504","0.4506666660308838","0.45080000162124634","0.19375166579642006","0","0.45113333066304523","0.45237499823172883","0.4262999991575877","0.4842333296934764","0.45051206426014984","0.4398333430290222","0.45473333199818927","0.2179034911135131","0","0.47540000081062317","0.45406095073336644","0.4134333332379659","0.49166667461395264","0.4330207895340205","0.00043333334421428543","0.45113333066304523","","",""
"1400","0.43395134858652773","0.03070000062386195","0.45113333066304523","0.45071832935015366","0.45063332716623944","0.45080000162124634","0.19211166569669638","0","0.45116665959358215","0.45237166533867523","0.426366666952769","0.4842333296934764","0.4505085719010188","0.4397333264350891","0.45473333199818927","0.2165952371203317","0","0.47536667188008624","0.45405206178861957","0.4131666620572408","0.4916999936103821","0.4330023076557579","0.00043333334421428543","0.45113333066304523","","",""
"1401","0.43393918639468415","0.03063333344956239","0.45113333066304523","0.45071832935015366","0.45063332716623944","0.45080000162124634","0.19567833236784887","0","0.45113333066304523","0.45237833211819334","0.426366666952769","0.4842333296934764","0.45050476259655436","0.4396999975045522","0.45473333199818927","0.21883587217402337","0","0.47536667188008624","0.45403460122290096","0.4130333364009857","0.49173333247502643","0.432985475872088","0.00043333334421428543","0.45113333066304523","","",""
"1402","0.43392837552672536","0.030566667517026264","0.45113333066304523","0.45071832935015366","0.45063332716623944","0.45080000162124634","0.19140999893461413","0","0.45113333066304523","0.45237666567166646","0.426366666952769","0.4842333296934764","0.45050190516880595","0.4396333297093709","0.45473333199818927","0.21514222127256535","0","0.4753666619459788","0.4540234912009464","0.4129333297411601","0.49173333247502643","0.4329732646962988","0.00043333334421428543","0.45113333066304523","","",""
"1403","0.43391531252780446","0.03043333316842715","0.45113333066304523","0.45071666290362683","0.45063332716623944","0.45080000162124634","0.20103499904713923","0","0.45116665959358215","0.45236999839544306","0.426366666952769","0.4842333296934764","0.45049809576973093","0.4394666651884715","0.45473333199818927","0.2125142848621295","0","0.4753666619459788","0.4540149196745856","0.41290000081062317","0.49160000681877136","0.43295742327429265","0.00043333334421428543","0.45113333066304523","","",""
"1404","0.43390269987788516","0.030399999891718228","0.45113333066304523","0.4507133295138678","0.45063332716623944","0.45080000162124634","0.19128166560634177","0","0.45113333066304523","0.45238333145777376","0.4263333280881246","0.4842333296934764","0.4504942863706559","0.43943333625793457","0.45473333199818927","0.2137555546850004","0","0.47536667188008624","0.4540031726398166","0.4127666652202606","0.49166667461395264","0.43294026163645283","0.00043333334421428543","0.45113333066304523","","",""
"1405","0.433896843922903","0.030399999891718228","0.45113333066304523","0.45070999562740327","0.45063332716623944","0.45080000162124634","0.20999333364658623","0","0.4511333405971527","0.4523849979043007","0.4263333280881246","0.4842333296934764","0.4504917465505146","0.4393666585286458","0.45473333199818927","0.21539682426020063","0","0.47546665867169696","0.45398729992291287","0.4125333329041799","0.49166667461395264","0.4329247500440269","0.00043333334421428543","0.45113333066304523","","",""
"1406","0.43388333026453957","0.030333333338300388","0.45113333066304523","0.45070999562740327","0.45063332716623944","0.45080000162124634","0.19598499918223147","0","0.45113333066304523","0.452379997074604","0.4263333280881246","0.4842333296934764","0.4504882545698257","0.43933332959810895","0.45473333199818927","0.21279555468710082","0","0.47546666860580444","0.45397745919606025","0.4123999973138173","0.4916333357493083","0.4329079182720272","0.0004000000044470653","0.45113333066304523","","",""
"1407","0.43386711419333446","0.030166666333874066","0.45113333066304523","0.4507083286841711","0.45063332716623944","0.45080000162124634","0.21351833274275123","0","0.45113333066304523","0.4523833314577739","0.4263333280881246","0.4842333296934764","0.45048539761513","0.43923333287239075","0.45473333199818927","0.21209936399234078","0","0.47553332646687824","0.4539673001047164","0.4123000105222066","0.49149999022483826","0.43289042675542844","0.0004000000044470653","0.45113333066304523","","",""
"1408","0.4338508980046652","0.03006666712462902","0.45113333066304523","0.4507083286841711","0.45063332716623944","0.45080000162124634","0.20911499959317248","0","0.4511333405971527","0.4523833309610684","0.4262999991575877","0.4842333296934764","0.45048158821605505","0.4391666650772095","0.45473333199818927","0.21313047539567498","0","0.4755333364009857","0.45395872848374497","0.41223334272702533","0.49149999022483826","0.43287458533342227","0.0004000000044470653","0.45113333066304523","","",""
"1409","0.4338364836650787","0.03006666712462902","0.45113333066304523","0.4507083286841711","0.45063332716623944","0.45080000162124634","0.2135666661756356","0","0.45113333066304523","0.4523816665013632","0.4262999991575877","0.4842333296934764","0.45047904858513493","0.4391333262125651","0.45473333199818927","0.21293714206027303","0","0.4755000074704488","0.45394793493407115","0.41209999720255536","0.49150000015894574","0.4328577535558996","0.0004000000044470653","0.45113333066304523","","",""
"1410","0.43381981692604077","0.02996666729450226","0.45113333066304523","0.4507066617409389","0.45063332716623944","0.450766662756602","0.19955499910878038","0","0.45113333066304523","0.4523799995581309","0.4263333280881246","0.4842333296934764","0.4504761917250498","0.4390666683514913","0.45473333199818927","0.21541364972903712","0","0.4755999942620595","0.45393428424048043","0.4118000070254008","0.49140000343322754","0.4328389414546267","0.0004000000044470653","0.45113333066304523","","",""
"1411","0.4338108078484327","0.029900000741084416","0.45113333066304523","0.4507066617409389","0.45063332716623944","0.450766662756602","0.20531499855096627","0","0.45116665959358215","0.4523816665013632","0.4263333280881246","0.4842333296934764","0.4504720645291467","0.4389333327611287","0.45473333199818927","0.21392984021030495","0","0.4756333331267039","0.45391936358951385","0.4115666647752126","0.4913666745026906","0.4328257400647101","0.0004000000044470653","0.45113333066304523","","",""
"1412","0.43379504209266817","0.029800000910957653","0.45113333066304523","0.45070499529441205","0.45063332716623944","0.450766662756602","0.19259499878304878","0","0.45113333066304523","0.45237333327531826","0.426366666952769","0.4842333296934764","0.45047015973499854","0.43890000383059186","0.45473333199818927","0.21381111025130217","0","0.47556667526563007","0.45390190330762714","0.4114333391189575","0.49133334557215375","0.4328089084531656","0.0004000000044470653","0.45113333066304523","","",""
"1413","0.43378197911891814","0.02970000108083089","0.45113333066304523","0.4507033288478852","0.45063332716623944","0.450766662756602","0.19135999912456708","0","0.45113333066304523","0.4523716663320859","0.4263333280881246","0.4842333296934764","0.4504673025910818","0.4388333360354106","0.45473333199818927","0.21579206257789213","0","0.47556666533152264","0.45389523610236154","0.4111666679382324","0.491266667842865","0.43279438705642526","0.0004000000044470653","0.45113333066304523","","",""
"1414","0.4337716188516699","0.029666667183240254","0.45113333066304523","0.450701661904653","0.45063332716623944","0.450766662756602","0.21200999923409353","0","0.45113333066304523","0.4523749987284342","0.4263666570186615","0.4842333296934764","0.45046222314002043","0.4386666715145111","0.45473333199818927","0.21396761794767652","0","0.47566667199134827","0.4538882522355943","0.41110000014305115","0.491266667842865","0.43277425501594935","0.0004000000044470653","0.45113333066304523","","",""
"1415","0.4337581051094035","0.02959999938805898","0.45113333066304523","0.4506999949614207","0.45063332716623944","0.450766662756602","0.19435499902065206","0","0.45113333066304523","0.4523716648419698","0.426366666952769","0.4842333296934764","0.4504596834144897","0.43860000371932983","0.45473333199818927","0.21460476073150933","0","0.47566667199134827","0.4538768238491482","0.4109666744867961","0.49140000343322754","0.43276138391666386","0.0004000000044470653","0.45113333066304523","","",""
"1416","0.43374729440086024","0.02959999938805898","0.45113333066304523","0.4506983285148939","0.45063332716623944","0.450766662756602","0.2054899988375837","0","0.45116665959358215","0.45236833343903227","0.426366666952769","0.4842333296934764","0.4504565088521868","0.4384999970595042","0.45473333199818927","0.21288190363201354","0","0.475766658782959","0.4538644426398808","0.41073333223660785","0.49133333563804626","0.43274389209269787","0.0004000000044470653","0.45113333066304523","","",""
"1417","0.4337360332342415","0.02959999938805898","0.45113333066304523","0.45069666157166166","0.45063332716623944","0.450766662756602","0.19158166570159668","0","0.45113333066304523","0.4523699998855591","0.42639999588330585","0.4842333296934764","0.45045365161365936","0.43843332926432294","0.45473333199818927","0.21117777642528313","0","0.475766658782959","0.4538596804179841","0.4105999966462453","0.49130000670750934","0.4327300305395383","0.0004000000044470653","0.45113333066304523","","",""
"1418","0.4337247720424518","0.029533333455522854","0.45113333066304523","0.45069666157166166","0.45063332716623944","0.450766662756602","0.19116333238089284","0","0.45113333066304523","0.45237333178520195","0.4263666570186615","0.4842333296934764","0.450450159727581","0.438400000333786","0.45473333199818927","0.21367523702504085","0","0.47576666871706647","0.45385079166245845","0.41046666105588275","0.491266667842865","0.4327155091366506","0.0004000000044470653","0.45113333066304523","","",""
"1419","0.43371215940092295","0.02943333362539609","0.45113333066304523","0.45069499512513483","0.45063332716623944","0.450766662756602","0.20869666560392947","0","0.45116665959358215","0.452373331785202","0.4263666570186615","0.4842333296934764","0.4504488899594262","0.43836666146914166","0.45473333199818927","0.21253682419732536","0","0.47583333651224774","0.4538415848262727","0.4103333353996277","0.491266667842865","0.4326947172095625","0.0004000000044470653","0.45113333066304523","","",""
"1420","0.4336995469104193","0.029400000348687172","0.45113333066304523","0.4506916617353758","0.45063332716623944","0.450766662756602","0.1915183322860685","0","0.45113333066304523","0.45237666567166646","0.4264666636784871","0.4842333296934764","0.45044635042311665","0.43826667467753094","0.45473333199818927","0.21250825294541528","0","0.47579999764760333","0.4538307918442621","0.4102666676044464","0.4912000099817912","0.4326778853521244","0.0004000000044470653","0.45113333066304523","","",""
"1421","0.43368783511791903","0.029333332553505898","0.45113333066304523","0.4506916617353758","0.45063332716623944","0.450766662756602","0.200346665891387","0","0.45113333066304523","0.45238166550795234","0.42649999260902405","0.4842333296934764","0.45044285825320657","0.43823333581288654","0.45473333199818927","0.21149587170983145","0","0.475766658782959","0.45382317342455436","0.41013333201408386","0.4911666711171468","0.4326630339475306","0.0004000000044470653","0.45113333066304523","","",""
"1422","0.43367927647321575","0.029233333344260853","0.45113333066304523","0.45068832834561673","0.45063332716623944","0.450766662756602","0.19229166575047812","0","0.45113333066304523","0.45238333145777376","0.4265333314736684","0.4842333296934764","0.4504406360406725","0.4381333390871684","0.45473333199818927","0.21162571317060294","0","0.47566667199134827","0.453819046417872","0.4099666674931844","0.4912000000476837","0.4326485125569375","0.0004000000044470653","0.45113333066304523","","",""
"1423","0.4336684659996008","0.029233333344260853","0.45113333066304523","0.4506849949558577","0.45063332716623944","0.450766662756602","0.19612666602612688","0","0.45113333066304523","0.45238666484753287","0.4265333314736684","0.4842666685581207","0.45043619152099384","0.43800000349680585","0.45473333199818927","0.21166412573338234","0","0.47573332985242206","0.45380603056105356","0.40980000297228497","0.491266667842865","0.43263399099421884","0.0004000000044470653","0.45113333066304523","","",""
"1424","0.43365855593032904","0.029233333344260853","0.45113333066304523","0.45068332850933074","0.45063332716623944","0.450766662756602","0.20743833317501417","0","0.45113333066304523","0.45238000005483625","0.4265666703383128","0.4842666685581207","0.45043365198468416","0.43800000349680585","0.45473333199818927","0.21306730053546483","0","0.4757000009218852","0.45379650649570286","0.40956666072209674","0.49116666118303937","0.4326197995807422","0.0004000000044470653","0.45113333066304523","","",""
"1425","0.43364549282233417","0.02920000006755193","0.45113333066304523","0.45068166156609857","0.45063332716623944","0.450766662756602","0.2088466654808144","0","0.45113333066304523","0.45238166749477376","0.4265666703383128","0.4842666685581207","0.4504298424909987","0.43789999683698017","0.45473333199818927","0.20983745932169265","0","0.47573333978652954","0.4537831730312772","0.40940000613530475","0.49103333552678424","0.4326049479794336","0.0004000000044470653","0.45113333066304523","","",""
"1426","0.4336333307060032","0.029099999616543453","0.45113333066304523","0.450676662226518","0.45063332716623944","0.45073333382606506","0.2116116655887405","0","0.45113333066304523","0.45238666733105976","0.4265666703383128","0.4842666685581207","0.4504279376968506","0.43789999683698017","0.45473333199818927","0.2123060306044948","0","0.4758000075817108","0.4537765066775066","0.4092000027497609","0.4911000033219655","0.43258448587577825","0.0004000000044470653","0.45113333066304523","","",""
"1427","0.4336220693044563","0.02903333306312561","0.45113333066304523","0.4506733283400536","0.45063332716623944","0.4506999949614207","0.2157899987688628","0","0.45113333066304523","0.4523833339413007","0.4265333314736684","0.4842666685581207","0.45042603290270256","0.4378333290417989","0.45473333199818927","0.20889523703191926","0","0.47566667199134827","0.4537707929573363","0.40906667709350586","0.4911333421866099","0.4325673244156352","0.0003666666695304836","0.45113333066304523","","",""
"1428","0.4336099072636379","0.02889999995628993","0.45113333066304523","0.4506733283400536","0.45063332716623944","0.4506999949614207","0.209118332336584","0","0.45113333066304523","0.4523783326148987","0.42650000254313153","0.4842666685581207","0.4504215884776343","0.4377000033855438","0.45473333199818927","0.21211682428914894","0","0.47556667526563007","0.4537587295448971","0.40896667043368023","0.491266667842865","0.43255115260464033","0.0003666666695304836","0.45113333066304523","","",""
"1429","0.4335959431891502","0.028700000916918118","0.45113333066304523","0.45066999445358913","0.45063332716623944","0.4506999949614207","0.21555499917170287","0","0.45113333066304523","0.4523799990614255","0.4265333314736684","0.4842666685581207","0.45041809621311374","0.4375333289305369","0.45473333199818927","0.21187714177106648","0","0.47566667199134827","0.45374920529032514","0.4088333348433177","0.49126667777697247","0.4325336609097687","0.0003666666695304836","0.45113333066304523","","",""
"1430","0.4335860334722707","0.028700000916918118","0.45113333066304523","0.45066999445358913","0.45063332716623944","0.4506999949614207","0.19118333235055618","0","0.45113333066304523","0.4523683329423269","0.42650000254313153","0.4842666685581207","0.45041333408582784","0.4374000032742818","0.45473333199818927","0.21080126868385812","0","0.47566667199134827","0.45374412565004263","0.40869999925295514","0.49123333891232807","0.4325178194262889","0.0003666666695304836","0.45113333066304523","","",""
"1431","0.43357387111262125","0.02863333374261856","0.45113333066304523","0.45066999445358913","0.45063332716623944","0.4506999949614207","0.19226833243180108","0","0.45113333066304523","0.452371666332086","0.42650000254313153","0.4842666685581207","0.45041015933430384","0.43736666440963745","0.45473333199818927","0.21605650662286993","0","0.5443333387374878","0.4537304751456731","0.4084666669368744","0.49126667777697247","0.4325006577700072","0.0003666666695304836","0.45113333066304523","","",""
"1432","0.4335617087529718","0.028499999394019444","0.45113333066304523","0.45066999445358913","0.45063332716623944","0.4506999949614207","0.20944333220043823","0","0.45113333066304523","0.4523699988921484","0.42650000254313153","0.4842666685581207","0.4504057150038462","0.437199999888738","0.45473333199818927","0.21127872923451432","0","0.47573333978652954","0.4537234909004636","0.4081333378950755","0.4913666645685832","0.43248448605122247","0.0003666666695304836","0.45113333066304523","","",""
"1433","0.4335499971198872","0.02843333346148332","0.45113333066304523","0.45066999445358913","0.45063332716623944","0.4506999949614207","0.19787333234222998","0","0.45113333066304523","0.45236666550238924","0.4264666636784871","0.4842666685581207","0.45040190541555003","0.4370333254337311","0.45473333199818927","0.21608793526374637","0","0.5488333404064178","0.45371714234352123","0.40796666344006854","0.49133334557215375","0.43246567433108496","0.0003666666695304836","0.45113333066304523","","",""
"1434","0.4335373845454806","0.028333333631356556","0.45113333066304523","0.45066832800706236","0.45063332716623944","0.4506999949614207","0.2051133324987556","0","0.45113333066304523","0.45236666450897856","0.4264666636784871","0.48429999748865765","0.45039619131693753","0.436899999777476","0.45473333199818927","0.21579999881041215","0","0.5445000131924947","0.453710792745863","0.4078666667143504","0.4913666745026906","0.43244851252111965","0.0003666666695304836","0.45113333066304523","","",""
"1435","0.4335247718787807","0.028266666457057","0.45113333066304523","0.45066832800706236","0.45063332716623944","0.4506999949614207","0.191271665624663","0","0.45113333066304523","0.45235999772946034","0.42649999260902405","0.48429999748865765","0.4503907946367112","0.43663333853085834","0.45473333199818927","0.21585428437875437","0","0.5485333204269409","0.45370031633074354","0.4077666600545247","0.4913333257039388","0.4324300305629417","0.0003666666695304836","0.45113333066304523","","",""
"1436","0.4335099072824858","0.0281333327293396","0.45113333066304523","0.45066832800706236","0.45063332716623944","0.4506999949614207","0.19156499913539546","0","0.45113333066304523","0.4523549983898799","0.42649999260902405","0.48429999748865765","0.45038793758740503","0.436599999666214","0.45473333199818927","0.21605555460878845","0","0.5488666792710623","0.45369142757521747","0.40760000546773273","0.4913333257039388","0.4324131991173755","0.0003666666695304836","0.45113333066304523","","",""
"1437","0.4334990965152105","0.028066666796803474","0.45113333066304523","0.45066499461730325","0.45063332716623944","0.4506999949614207","0.20534333249209644","0","0.45113333066304523","0.4523499980568887","0.4264666636784871","0.48429999748865765","0.450382858041733","0.4363666574160258","0.45473333199818927","0.21449047505953953","0","0.47573332985242206","0.45368412591162194","0.40746665994326275","0.49133333563804626","0.4323950472408189","0.0003666666695304836","0.45113333066304523","","",""
"1438","0.4334873846975395","0.027933333069086075","0.45113333066304523","0.45066332817077637","0.45063332716623944","0.4506999949614207","0.19211999912719574","0","0.45113333066304523","0.452354999879996","0.4265333414077759","0.48429999748865765","0.4503806358291989","0.4363666574160258","0.45473333199818927","0.21423333209402487","0","0.5485999882221222","0.45367618903281204","0.4072999954223633","0.4913333257039388","0.4323768955978614","0.0003666666695304836","0.45113333066304523","","",""
"1439","0.4334752226986725","0.027933333069086075","0.45113333066304523","0.45066332817077637","0.45063332716623944","0.4506999949614207","0.1955366657710935","0","0.45113333066304523","0.452366665005684","0.4265333414077759","0.48429999748865765","0.4503784136166648","0.4362666706244151","0.45473333199818927","0.21253936384633146","0","0.4757000009218852","0.45366539557774854","0.4071333309014638","0.491266667842865","0.43236039359459283","0.0003666666695304836","0.45113333066304523","","",""
"1440","0.43346170922489546","0.027833333238959312","0.45113333066304523","0.4506616612275442","0.45063332716623944","0.4506999949614207","0.19170833239513743","0","0.45113333066304523","0.452358331779639","0.42650000254313153","0.48429999748865765","0.45037650882251673","0.4362333317597707","0.45473333199818927","0.21353110999563266","0","0.5406666696071625","0.4536514272765508","0.4068666696548462","0.49123333891232807","0.43234752233547646","0.0003666666695304836","0.45113333066304523","","",""
