"Step","Group: ERM_0_network_init - test_error","Group: ERM_0_network_init - test_error__MIN","Group: ERM_0_network_init - test_error__MAX","Group: IGA_0_network_init - test_error","Group: IGA_0_network_init - test_error__MIN","Group: IGA_0_network_init - test_error__MAX","Group: IB-IRM_0_network_init - test_error","Group: IB-IRM_0_network_init - test_error__MIN","Group: IB-IRM_0_network_init - test_error__MAX","Group: IRMv1_0_network_init - test_error","Group: IRMv1_0_network_init - test_error__MIN","Group: IRMv1_0_network_init - test_error__MAX","Group: IGA - test_error","Group: IGA - test_error__MIN","Group: IGA - test_error__MAX","Group: IB-IRM - test_error","Group: IB-IRM - test_error__MIN","Group: IB-IRM - test_error__MAX","Group: IRMv1 - test_error","Group: IRMv1 - test_error__MIN","Group: IRMv1 - test_error__MAX","Group: ERM - test_error","Group: ERM - test_error__MIN","Group: ERM - test_error__MAX","Group: ANDMask - test_error","Group: ANDMask - test_error__MIN","Group: ANDMask - test_error__MAX"
"10","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45630833208560945","0.4438000023365021","0.49656667311986286","0.45829666505257294","0.45113333066304523","0.5034333268801371","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.48149841276426164","0.42866666118303937","0.5489333271980286","0.4712644437002757","0.4408333400885264","0.5297999978065491","0.4521745845626293","0.4469000001748403","0.5015999972820282","0.4982933342456818","0.4951000014940898","0.5017999907334646"
"11","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4718549996614456","0.4403666655222575","0.5034333268801371","0.4547466640671094","0.45106666286786395","0.49656667311986286","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.47859047603985616","0.39946667353312176","0.5500999987125397","0.47119714314975425","0.4447000026702881","0.5432666738828024","0.45174257167101733","0.44840001066525775","0.49796666701634723","0.4982933342456818","0.4951000014940898","0.5017999907334646"
"12","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4840650012095769","0.40833333134651184","0.5488000214099884","0.4564466645320257","0.4509999950726827","0.4969666699568431","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.47906603179280727","0.4249333242575328","0.5886333386103312","0.4712288883943406","0.44419999917348224","0.5449333389600118","0.4515590732640562","0.4503333270549774","0.48926666378974915","0.4982333302497864","0.495033323764801","0.5017333428064982"
"13","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.49648500233888615","0.45020000139872235","0.5488666792710623","0.46575499773025514","0.45110000173250836","0.5963000059127808","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.4795311099007017","0.3962000012397766","0.5617000063260397","0.47232952354446284","0.4391999940077464","0.5383333365122477","0.45141979924129605","0.4510999917984009","0.479066660006841","0.496940000851949","0.49356667200724286","0.5006666680177053"
"14","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4995950033267339","0.45113333066304523","0.5488666792710623","0.46630833248297365","0.45110000173250836","0.5640000104904175","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.47994158679530735","0.26989999910195667","0.5832666556040446","0.4723504753339858","0.4397999942302704","0.5157333413759867","0.4513171587643453","0.4509333272775014","0.46890000502268475","0.48850666085879013","0.48573334018389386","0.49256665507952374"
"15","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.47600166598955773","0.4131333331267039","0.5488000015417734","0.4606949985027312","0.4488999942938487","0.5097333391507467","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.4784828579141978","0.15426667034626007","0.546233336130778","0.4717806335479495","0.43900000055631","0.525166650613149","0.45124389157436895","0.4510999917984009","0.46173333128293353","0.46239333152770995","0.4596999982992808","0.4681333303451538"
"16","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.46495166520277653","0.4081333378950755","0.5034333268801371","0.4607016652822494","0.45113333066304523","0.5030666689078013","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.4790326984155747","0.24549999833106995","0.5381666620572408","0.4716561903083135","0.43943333625793457","0.52906667192777","0.4511772249594776","0.4510999917984009","0.45519999663035077","0.4099999984105428","0.4082999924818675","0.41503334045410156"
"17","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4603116651376088","0.44820000727971393","0.5034333268801371","0.458544997870922","0.45113333066304523","0.5034333268801371","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.47917015850543965","0.3228333344062169","0.5481666723887125","0.47133618971658137","0.43980000416437787","0.5229666630427042","0.45116171358835616","0.45113333066304523","0.45366667707761127","0.3365133374929428","0.3327666719754537","0.3408000071843465"
"18","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4521233320236206","0.4282666742801666","0.503033330043157","0.4591733316580454","0.45113333066304523","0.5045333405335745","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.480501905887846","0.4162000020345052","0.5527000029881796","0.4697387297948204","0.442466676235199","0.5264666676521301","0.4511389411715394","0.45113333066304523","0.4514666597048442","0.2560666670401891","0.25430000325043994","0.2587999999523163"
"19","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4517566641171773","0.3969666659832001","0.5033999979496002","0.46029166529575977","0.4500333269437154","0.5034333268801371","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.4814311110784137","0.4146333336830139","0.5557666619618734","0.4696714279197509","0.44360000888506573","0.5253333250681559","0.4511376211155369","0.45113333066304523","0.4514666597048442","0.1835666666428248","0.18146666387716928","0.18610000113646188"
"20","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4622016648451486","0.4310000042120616","0.5034333268801371","0.4623249992728232","0.45113333066304523","0.5034333268801371","0.45116666413488876","0.44893333315849304","0.4548666675885518","0.4813447628702437","0.4059999883174896","0.5446666479110718","0.4706815872873579","0.4467333257198334","0.519433339436849","0.45113630096117685","0.45110000173250836","0.4514666597048442","0.125","0.12323333323001862","0.12723333140214285"
"21","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4673766642808913","0.43836666146914166","0.5034333268801371","0.46430999984343835","0.45113333066304523","0.5175666809082031","0.4511669815532748","0.44893333315849304","0.4548666675885518","0.4805593656169043","0.40359999736150104","0.5496666729450226","0.47213174502054844","0.4494999945163727","0.5185333490371704","0.4511356408839968","0.4510333339373271","0.4514666597048442","0.08246000011761984","0.08169999967018764","0.0832666667799155"
"22","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4812933320800464","0.41493333379427594","0.5034333268801371","0.46613166332244865","0.45113333066304523","0.5342333416144053","0.4511669815532748","0.44893333315849304","0.4548666675885518","0.4807165080592744","0.40359999736150104","0.5560333430767059","0.47411746004271127","0.4495333433151245","0.5299333234628042","0.4511363010595344","0.4511000116666158","0.4514666597048442","0.053159999723235776","0.05123333198328813","0.05453333258628845"
"23","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.48430166592200596","0.3719666699568431","0.5488333404064178","0.46182833313941957","0.45113333066304523","0.513566662867864","0.45116729897166086","0.44893333315849304","0.4548666675885518","0.4815806350064656","0.4002666672070821","0.5572666724522909","0.47575809529849455","0.44793333609898883","0.5344333449999491","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0338066669801871","0.032033332313100495","0.0348000011096398"
"24","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4743249975144863","0.3282666653394699","0.5488666792710623","0.4558916648228963","0.45110000173250836","0.4912999967734019","0.45116729897166086","0.44893333315849304","0.4548666675885518","0.4818946029458725","0.3902333279450734","0.5591333309809366","0.47650825286668447","0.4470666746298472","0.529500017563502","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.021286666889985404","0.020033333140114944","0.022433333098888397"
"25","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.46308333228031795","0.39286667108535767","0.5034333268801371","0.45615666657686227","0.45113333066304523","0.5063333213329315","0.45116729897166086","0.44893333315849304","0.4548666675885518","0.48093841359728856","0.37966667612393695","0.5633333325386047","0.47682126940242825","0.44486666719118756","0.5272666811943054","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.013166666806985935","0.012400000045696894","0.013866666859636704"
"26","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4610816662510236","0.4104333321253459","0.5034333268801371","0.4552066644032796","0.4472999970118205","0.5040333271026611","0.4511676163900469","0.44893333315849304","0.4548666675885518","0.4782298417318435","0.376800000667572","0.5646333495775858","0.4761707933176131","0.4424333373705546","0.5207666655381521","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.00834666673714916","0.007666666681567828","0.008966666801522175"
"27","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.443504998087883","0.39416666825612384","0.5034333268801371","0.4543083305160203","0.4502999981244405","0.5029999911785126","0.4511676163900469","0.44893333315849304","0.4548666675885518","0.4765444441447182","0.3752666711807251","0.5707333286603292","0.47510762015978497","0.4402666787306468","0.5315999885400137","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.005260000005364418","0.004866666703795393","0.005466666771098971"
"28","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4441099986433982","0.3612666726112366","0.5034333268801371","0.4523983309666315","0.4502999981244405","0.4665000041325887","0.4511672988770503","0.44893333315849304","0.4548666675885518","0.4743092063873533","0.36456666390101117","0.5702666640281677","0.4745609521865844","0.4406333267688751","0.5382333397865295","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0034466666945566736","0.0032333333510905504","0.003700000078727802"
"29","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.44426833043495806","0.37059999505678815","0.5034333268801371","0.45158999860286714","0.45089999834696454","0.4553000132242839","0.45116793371382247","0.44893333315849304","0.4548666675885518","0.4713768243789673","0.34760000308354694","0.5555333296457926","0.4746977777708146","0.44036665558815","0.5407666663328806","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.002159999997820705","0.0019333333475515246","0.0023666666820645332"
"30","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.43470499863227197","0.35786667466163635","0.5034333268801371","0.45117333134015397","0.44953333338101703","0.4530666669209798","0.4511692033873667","0.44893333315849304","0.4548666675885518","0.4696253953472019","0.34609999259312946","0.5499666531880697","0.47551111096427556","0.44140000144640607","0.5424999992052714","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0013733333248334627","0.0012666666492198904","0.0015333333285525441"
"31","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4353666653235753","0.3459999958674113","0.5034333268801371","0.4511499995986621","0.45053333044052124","0.4516666730244954","0.4511704731555215","0.44893333315849304","0.4548666675885518","0.46800603109692784","0.3622333308060964","0.5396666725476583","0.47646857102712004","0.4430333375930786","0.5357666711012522","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0008733333398898444","0.0006999999944431087","0.0010666666785255075"
"32","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.45113333066304523","0.4406449973583221","0.3473999897638957","0.5034333268801371","0.4515099987387658","0.45113333066304523","0.4581000010172526","0.4511714254106797","0.44893333315849304","0.4548666675885518","0.466980317755351","0.3753666579723358","0.5384666721026102","0.4769746018780601","0.44610000650087994","0.5196000039577484","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0005266666761599481","0.0004666666694295903","0.0006000000284984708"
"33","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113499710957206","0.45113333066304523","0.45116665959358215","0.4528366645177206","0.33326666553815204","0.5034333268801371","0.45181666364272444","0.45113333066304523","0.46299998958905536","0.4511739649469893","0.44893333315849304","0.4548666675885518","0.4660892062717015","0.3710000018278758","0.5420333445072174","0.4767933332730853","0.4475666681925456","0.526033341884613","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0003933333360085574","0.0003333333467404979","0.0004999999897942568"
"34","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113666355609894","0.45113333066304523","0.45116665959358215","0.4529083336393039","0.32690000534057617","0.5034333268801371","0.45152499725421275","0.4510999917984009","0.45546666781107586","0.45117396485237876","0.44893333315849304","0.4548666675885518","0.46680476201905147","0.34929999709129333","0.5931666692097982","0.4761126975218455","0.44673333565394086","0.5254333217938741","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.0002600000026480605","0.00023333332743883753","0.0002666666793326537"
"35","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113666355609894","0.45113333066304523","0.45116665959358215","0.4490916644533474","0.34246666232744855","0.5032999912897745","0.45129666427771253","0.4510333240032196","0.45340000589688617","0.45117428208154375","0.44893333315849304","0.4548666675885518","0.46503396696514554","0.3185666600863139","0.562166670958201","0.47476984139472744","0.44599999984105426","0.5190000136693319","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.00020666667017697665","0.00016666666973227015","0.00026666666720605764"
"36","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113666355609894","0.45113333066304523","0.45116665959358215","0.44020166645447406","0.35723333557446796","0.45113333066304523","0.4513399968544641","0.4509333372116089","0.4550666610399882","0.4511755516604774","0.44893333315849304","0.4548666675885518","0.46332825341868017","0.2960333327452342","0.5912666718165079","0.4735917459404657","0.4447999993960063","0.5124333401521047","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.00011999999987892807","0.00009999999747378752","0.00016666666973227015"
"37","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45113666355609894","0.45113333066304523","0.45116665959358215","0.44245499819517137","0.3811333378156026","0.45113333066304523","0.4518199975291887","0.4511333207289378","0.4644000132878621","0.451176503821025","0.44893333315849304","0.4548666675885518","0.4618752369804987","0.24596666793028513","0.6071999867757162","0.4730339682291425","0.44576666752497357","0.5133666594823202","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.00008666666447728252","0.0000333333324912625","0.00013333332996505"
"38","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511399964491526","0.45113333066304523","0.45116665959358215","0.43784166524807605","0.355866680542628","0.45116665959358215","0.45204166273276003","0.45113333066304523","0.4670666654904683","0.45117713865779724","0.44893333315849304","0.4548666675885518","0.460379682599552","0.15899999936421713","0.5530666510264078","0.4729307931566998","0.4466333289941152","0.5099333127339681","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.00005999999848427251","0","0.00009999999747378752"
"39","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511449957887331","0.45113333066304523","0.4511999885241191","0.4353550001978873","0.348200003306071","0.4511333405971527","0.4516983300447464","0.45113333066304523","0.4575999875863393","0.45117904316811364","0.44893333315849304","0.4548666675885518","0.45897714230749354","0.08460000157356262","0.5449333190917969","0.473424443460646","0.4459666609764099","0.505866676568985","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.000026666665993010003","0","0.0000333333324912625"
"40","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45114832868178684","0.45113333066304523","0.4511999885241191","0.44479500005642575","0.3856666684150696","0.494566669066747","0.4513149976730347","0.45113333066304523","0.4532333314418793","0.45117999542327175","0.44893333315849304","0.4548666675885518","0.4582965076649711","0.008400000321368376","0.5513666669527689","0.4741463488056544","0.4453999996185303","0.5093333224455515","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.000019999999494757503","0","0.0000333333324912625"
"41","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45114999512831366","0.45113333066304523","0.4511999885241191","0.4405116657416026","0.3274666666984558","0.496533344189326","0.45119999796152116","0.45113333066304523","0.4515666663646698","0.4511799953286612","0.44893333315849304","0.4548666675885518","0.45904158740932693","0.002099999963926772","0.5547333359718323","0.47470317445104093","0.4453333417574565","0.5087666610876719","0.45113663095058815","0.45113333066304523","0.4514666597048442","0.000019999999494757503","0","0.0000333333324912625"
"42","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511516620715459","0.45113333066304523","0.4512333273887634","0.4313100000222523","0.30943333109219867","0.49656667311986286","0.45120333085457487","0.45113333066304523","0.45186665654182434","0.45118190002819875","0.44893333315849304","0.4548666675885518","0.4569114282786373","0.020366666838526726","0.5525333285331726","0.47474730099950546","0.445633331934611","0.5147333343823751","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"43","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45114999512831366","0.45113333066304523","0.4511999885241191","0.43058833231528587","0.337499996026357","0.49656667311986286","0.45132166395584744","0.45113333066304523","0.45303332805633545","0.45118221725736357","0.44893333315849304","0.4548666675885518","0.4561006356799412","0.06543333331743877","0.5470333298047384","0.47477746000365617","0.4475000003973643","0.5197333494822184","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"44","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511533280213674","0.45113333066304523","0.4511999885241191","0.44279833237330124","0.34359999497731525","0.47913334767023724","0.45134332974751795","0.45113333066304523","0.4528333246707916","0.45118190002819875","0.44893333315849304","0.4548666675885518","0.45757841205313093","0.08650000145037968","0.5583333373069763","0.4745682529986849","0.4481999973456065","0.5198999842007955","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"45","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45115666091442097","0.45113333066304523","0.4512333273887634","0.4451366638143857","0.3593333264191945","0.45113333066304523","0.4512966667612394","0.45113333066304523","0.45223332444826764","0.4511831697017429","0.44893333315849304","0.4548666675885518","0.45726190464837196","0.11289999882380168","0.5840999980767568","0.47452666645958297","0.44886667529741925","0.5152666668097178","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"46","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511616602540016","0.45113333066304523","0.4512333273887634","0.44397333065668737","0.34433334072430927","0.45113333066304523","0.4512133320172628","0.45113333066304523","0.45143333077430725","0.4511866616824319","0.44893333315849304","0.4548666675885518","0.45335079365306424","0.11849999924500783","0.5446999967098236","0.4747853963148026","0.44963333010673523","0.5112333297729492","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"47","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511683270335197","0.45113333066304523","0.4512333273887634","0.43685166637102757","0.31520000100135803","0.45113333066304523","0.4512166639169058","0.45113333066304523","0.4515999952952067","0.4511863440748249","0.44893333315849304","0.4548666675885518","0.4529174595834716","0.09809999912977219","0.5264666477839152","0.47530285706595793","0.45020000139872235","0.5055999954541525","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"48","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511683265368144","0.45113333066304523","0.4512333273887634","0.4290616648892562","0.27363333602746326","0.45113333066304523","0.45123666524887085","0.45113333066304523","0.4517333308855693","0.4511857090488316","0.44893333315849304","0.4548666675885518","0.45268190403779335","0.17189999918142954","0.527899980545044","0.4757955552093566","0.4495999912420909","0.5060000022252401","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"49","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511649926503499","0.45113333066304523","0.4511999885241191","0.42002833286921176","0.2696000039577484","0.45113333066304523","0.45119666457176216","0.45106665293375653","0.4515666663646698","0.4511860262779964","0.44893333315849304","0.4548666675885518","0.4509701588324136","0.1749000002940496","0.5297999878724416","0.4762476193526433","0.4484666685263316","0.5060000121593475","0.45113663095058815","0.45113333066304523","0.4514666597048442","0","0","0"
"50","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511649926503499","0.45113333066304523","0.4511999885241191","0.4130733331044515","0.2818000117937724","0.45113333066304523","0.45125833104054147","0.45106667280197144","0.4515999952952067","0.4511844388076239","0.44893333315849304","0.4548666675885518","0.45183555587889657","0.17163333296775818","0.5312999983628591","0.47654253944518077","0.44940000772476196","0.5053999920686086","0.45113663095058815","0.45113333066304523","0.4514666597048442","","",""
"51","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.4511649921536445","0.45113333066304523","0.4511999885241191","0.420640001197656","0.279666672150294","0.45113333066304523","0.4512516662478447","0.4510333438714345","0.45186667641003925","0.4511850737390066","0.44893333315849304","0.4548666675885518","0.45055872972995503","0.16093333065509796","0.5321666598320007","0.4766120631543417","0.44896666208902997","0.5096000035603842","0.45113663095058815","0.45113333066304523","0.4514666597048442","","",""
"52","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45116665860017136","0.45113333066304523","0.4511999885241191","0.43131666531165447","0.31230000654856366","0.45113333066304523","0.4513633300860723","0.4510333339373271","0.4527999957402547","0.4511869783439335","0.44893333315849304","0.4548666675885518","0.45096539661051716","0.1371666689713796","0.5332333346207937","0.4766073018785508","0.44883333643277484","0.515499989191691","0.45113663095058815","0.45113333066304523","0.4514666597048442","","",""
"53","0.45113333066304495","0.45113333066304523","0.45113333066304523","0.45116832554340364","0.45113333066304523","0.4512333273887634","0.44042499860127765","0.3723333378632863","0.45113333066304523","0.4514749964078268","0.4510999917984009","0.453900009393692","0.4511876131807056","0.44893333315849304","0.4548666675885518","0.4507984121403996","0.11159999916950862","0.5340666671593984","0.4765069830039191","0.4487000107765198","0.5172999997933706","0.45113663095058815","0.45113333066304523","0.4514666597048442","","",""
